traveltime,stop_id,stop_name,stop_lat,stop_lon
"(1, 'already visited', {'8504178', '8591940', '8570164', '8570178', '8507540', '8573634', '8570179', '8570176'})",8570176,"Bretigny-sur-Morrens, croisée",46.598103,6.6468863
"(1, 'already visited', {'8501121:0:2', '8592009', '8592193', '8593850', '8501120:0:70', '8592120', '8510575', '8501120:0:4', '8579254', '8592185', '8501120:0:6', '8595933', '8592170', '8588440', '8592171', '8579237', '8592029', '8504000', '8588445:0:B', '8588445', '8588446', '8592071', '8592023', '8592133', '8588431', '8591981', 'Parent8501160', '8592027', '8588442', 'Parent8501121', '8591978', '8501120:0:5', '8592020', 'Parent8588445', '8589523', 'Parent8592050', '8592011', '8501120:0:8', '8504176', '8592050', '8592026', '8592041', '8592028', '8501160:0:1', '8501160:0:2', '8592045', '8588432', '8592060', '8592077', '8592083', '8592050:0:C', '8592183', '8592001', '8592012', '8592038', '8588443', '8592034', '8592125', '8501120', '8592172', '8592135', 'Parent8501181', '8592062', '8592136', '8591988', '8592098', '8592084', '8590442', '8592052', '8592191', '8501120:0:3', '8501181:0:1', '8592050:0:F', '8592005', '8595191', '8592061', '8592017', '8592010', '8592190', '8501120:0:7', '8592129', '8504000:0:1', '8592074', '8592122', '8592072', '8592091', '8588449', '8591985', '8510574', '8592126', '8579255', 'Parent8504000', '8592050:0:D', '8592196', '8501181', '8501181:0:2', '8592134', '8591999', '8501120:0:1', '8591982', '8592188', '8592004', '8592050:0:H', '8591979', '8595936', '8501160', '8588434', '8592097', '8592189', '8592042', '8592198', '8504000:0:2', '8588441', '8588445:0:D', '8592195', '8592079', '8592096', '8592123', '8588447', '8592182', '8591991', '8591986', '8592186', 'Parent8501120', '8588450', '8591818', '8592051', '8592024', '8501121:0:1', '8592043', '8592039', '8579253', '8588448', '8595192', '8592040', '8592197', '8592112', '8592046', '8592138'})",8510574,"Lausanne, Eugène-Rambert",46.515278,6.648288
"(0, 26.48, ['8510543', '8592215', '8592114', '8501210'])",8510543,"Prilly, Galicien/aréna",46.52838,6.6016383
"(1, 'no route found', set())",8507632,"Crissier, Montremoën",46.56198,6.577671
"(1, 'already visited', {'8570064', '8501169', '8501165:0:2', '8501168:0:1', '8501166', '8501166:0:1', '8501169:0:1', '8501169:0:2', '8577645', '8501165', '8501170', '8570063', '8501166:0:2', 'Parent8501169', '8501170:0:1', '8501168', 'Parent8501166'})",8501169:0:1,Cheseaux,46.584347,6.605959
"(0, 48.0, ['8593867', '8594986', '8501212', '8501211', '8501210'])",8593867,"Chavannes-R., Plaine",46.52857,6.572353
"(1, 'already visited', {'8504172', '8592228', '8504173', '8592233', '8592232', '8592230'})",8592228,"Savigny, ancienne poste",46.539875,6.724788
"(1, 'already visited', {'8501121:0:2', '8592009', '8592193', '8592191', '8591976', '8501120:0:3', '8593850', '8593795', '8592177', '8579257', '8501120:0:70', '8592050:0:F', '8595191', '8588435', '8501120:0:4', '8592185', '8592190', '8501120:0:6', '8501120:0:7', '8592170', '8588440', '8592129', '8592171', '8592199', '8592169', '8504000:0:1', '8579237', '8592074', '8592150', '8592072', '8588449', '8510574', '8504000', '8588445:0:B', '8579255', '8588445', '8588446', 'Parent8504000', '8592023', '8591981', '8592196', '8591999', '8588442', 'Parent8501121', '8501120:0:1', '8595190', '8501120:0:5', '8592020', '8592188', '8588436', 'Parent8588445', '8589523', '8501120:0:8', '8591979', '8595936', '8588434', '8595625', '8593798', '8592045', '8579256', '8592189', '8504010:0:2', '8592167', '8592198', '8592083', '8504000:0:2', '8592183', '8588441', '8588445:0:D', '8592195', '8592012', '8592038', '8592149', '8592079', '8588443', '8592123', '8588447', '8592182', '8588439', '8591991', '8501120', '8504010:0:1', 'Parent8504010', '8592172', 'Parent8501120', '8588450', '8592051', '8501319', '8593806', '8501121:0:1', '8592168', '8592043', '8588448', '8595192', '8504010', '8590442', '8588432', '8592052'})",8592195,"Pully, Reymondin",46.509243,6.665625
"(1, 'already visited', {'8501121:0:2', '8592009', '8592193', '8591976', '8593850', '8593795', '8592120', '8501120:0:70', '8501120:0:4', '8579254', '8592185', '8501120:0:6', '8595933', '8592170', '8588440', '8592171', '8592199', '8579237', '8592029', '8504000', '8588445:0:B', '8588445', '8588446', '8592023', '8592133', '8588431', '8591981', 'Parent8501160', '8592027', '8588442', 'Parent8501121', '8591978', '8501120:0:5', '8592020', 'Parent8588445', '8589523', 'Parent8592050', '8592011', '8501120:0:8', '8592151', '8592050', '8592026', '8592041', '8592028', '8501160:0:1', '8501160:0:2', '8592045', '8579256', '8592060', '8592077', '8504010:0:2', '8592083', '8592050:0:C', '8592183', '8592001', '8592012', '8592038', '8592149', '8588443', '8592145', '8592034', '8592125', '8501120', '8504010:0:1', 'Parent8504010', '8592172', '8592135', '8501319', 'Parent8501181', '8592062', '8592136', '8591988', '8592098', '8592084', '8590442', '8592052', '8592191', '8501120:0:3', '8501181:0:1', '8592177', '8592050:0:F', '8592005', '8595191', '8592061', '8592010', '8592190', '8501120:0:7', '8592129', '8592169', '8504000:0:1', '8592074', '8592122', '8592072', '8588449', '8592126', '8591985', '8510574', '8579255', 'Parent8504000', '8592050:0:D', '8592196', '8501181', '8501181:0:2', '8592134', '8591999', '8501120:0:1', '8592188', '8592004', '8592050:0:H', '8591979', '8595936', '8501160', '8588434', '8593798', '8592097', '8592189', '8592042', '8592198', '8504000:0:2', '8588441', '8588445:0:D', '8592195', '8592079', '8592096', '8592123', '8588447', '8592182', '8588439', '8591991', '8591986', '8592186', 'Parent8501120', '8588450', '8591818', '8592051', '8592024', '8501121:0:1', '8592043', '8592039', '8579253', '8588448', '8595192', '8592040', '8504010', '8592197', '8592046', '8588432'})",8592190,"Pully, Perraudettaz",46.51404,6.654279
"(1, 'already visited', {'8501121:0:2', '8591976', '8592147', '8593850', '8593795', '8592177', '8579257', '8592151', '8588434', '8595625', '8595191', '8593798', '8588435', '8579259', '8579256', '8592189', '8592152', '8504010:0:2', '8504000:0:2', '8592159', '8592157', '8588445:0:D', '8592195', '8592169', '8592149', '8504000:0:1', '8592199', '8592171', '8588443', '8588449', '8592145', '8588447', '8504000', '8588445:0:B', '8588439', '8588445', 'Parent8504000', '8588446', '8504010:0:1', 'Parent8504010', '8588450', '8593806', '8501121:0:1', '8592168', 'Parent8501121', '8588442', '8588448', '8595192', '8592158', '8595190', '8504010', '8592188', '8588436', 'Parent8588445'})",8592147,"Lutry, Brûlées",46.51445,6.6905265
"(0, 42.0, ['8592133', '8501207', '8593844', '8501209', '8501210'])",8592133,"Lausanne, Vigie",46.521534,6.623925
"(0, 67.0, ['8592091', '8592034', '8592120', '8592041', '8592036', '8592102', '8592103', '8501209', 'Parent8518452', '8510543', '8518452:0:1', '8518452:0:2', '8518452:0:3', '8518452:0:4', '8592049', '8592105', '8593844', '8501208', '8592102', '8592022', '8501208', '8501209', '8518452:0:1', '8518452:0:2', '8518452:0:3', '8518452:0:4', '8592105', '8593844', '8592103', '8592106', '8592021', '8592102', '8592022', '8501207', '8592022', '8593844', '8592103', '8501208', '8592021', '8592102', '8501207', '8593844', '8592106', '8501208', '8592021', '8592022', '8592036', '8591990', '8592097', '8592133', '8592078', '8592036', '8592109', '8592102', '8592022', '8592036', '8592119', '8591980', '8592041', '8592035', '8592104', '8592001', '8592119', '8592078', '8592102', '8592022', '8592124', '8592032', '8592119', '8591980', '8591992', '8592036', '8592109', '8592119', '8592102', '8592022', '8592078', '8592036', '8592109', '8592032', '8591980', '8591992', '8592041', '8592035', '8592104', '8592001', '8591984', '8592022', '8501207', '8591990', '8501207', '8592075', '8592044', '8591983', '8592121', '8591990', '8592064', '8592110', '8592097', '8592046', '8592005', '8592036', '8592064', '8591983', '8592075', '8591990', '8592110', '8592097', '8592046', '8592005', '8592097', '8501207', '8591983', '8592075', '8591990', '8592064', '8592110', '8592046', '8591983', '8592075', '8591990', '8592064', '8592110', '8592097', '8592005', '8592134', '8592005', '8592122', '8592036', '8591990', '8592097', '8592041', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592004', '8592134', '8592046', '8592041', '8592122', '8592004', '8591990', '8592097', '8592041', '8592122', '8592001', '8592133', '8501207', '8592041', '8592122', '8592001', '8592004', '8592134', '8592096', '8592010', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592120', '8592098', '8592011', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592011', '8592050', '8592109', '8592119', '8591980', '8592078', '8592036', '8592109', '8592032', '8592124', '8592078', '8592119', '8591993', '8591980', '8591992', '8592035', '8592104', '8591998', '8592057', '8592119', '8591992', '8592078', '8592032', '8592119', '8591980', '8592094', '8592104', '8591998', '8592057', '8592032', '8591993', '8591992', '8592094', '8592087', '8591998', '8592056', '8591987', '8592088', '8591984', '8591987', '8592041', '8592035', '8592036', '8592109', '8592119', '8591980', '8592041', '8592104', '8592109', '8592032', '8592119', '8591980', '8591992', '8592035', '8591998', '8591984', '8592060', '8592076', '8592001', '8592036', '8592109', '8592119', '8591980', '8592041', '8592122', '8592035', '8592004', '8592133', '8592134', '8591984', '8592096', '8592010', '8501160', '8501160:0:1', 'Parent8501160', '8501160:0:2', '8592120', '8592060', '8592098', '8592011', '8591984', '8592119', '8591980', '8591992', '8592035', '8592104', '8592001', '8592120', '8592060', '8592076', '8592135', '8592033', '8592096', '8592010', '8501160', '8501160:0:1', '8501160:0:2', 'Parent8501160', '8592120', '8592060', '8592011', '8592104', '8592001', '8591984', '8592041', '8592122', '8592035', '8592001', '8591990', '8592109', '8592119', '8591980', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592097', '8592046', '8592041', '8592122', '8592001', '8592004', '8592133', '8592096', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592010', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', 'Parent8501160', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', '8501162:0:2', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', '8501160:0:1', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8592120', '8592060', '8592035', '8592104', '8592001', '8591984', '8592096', '8592010', '8501160', 'Parent8501160', '8501160:0:1', '8501160:0:2', '8592120', '8592011', '8592076', '8592104', '8591984', '8592060', '8592135', '8592116', '8592033', '8592003', '8592085', '8592034', '8592132', '8592053', '8592111', '8592135', '8592033', '8592085', '8592034', '8592125', '8592098', '8592041', '8592122', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592120', '8592011', '8592035', '8592001', '8592004', '8592133', '8592096', '8592010', '8501160:0:1', '8501160:0:2', 'Parent8501160', '8501160', '8592120', '8592060', '8592098', '8592135', '8591988', '8592133', '8592096', '8592010', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592120', '8592098', '8592011', '8592135', '8579253', '8501181:0:2', '8501181', '8501181:0:1', 'Parent8501181', '8591818', '8592125', '8590442', '8579254', '8579253', 'Parent8501181', '8501181:0:2', '8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8592135', '8591988', '8579253', '8592133', '8592134', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592098', '8592011', '8591988', '8501120:0:4', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:3', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8501181:0:2', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:6', '8501120:0:5', '8501120:0:7', '8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:5', '8501181:0:2', 'Parent8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', '8501181:0:1', '8592133', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:5', '8501120:0:70', 'Parent8501120', '8501120:0:4', '8501181:0:2', '8501181', 'Parent8501181', '8592050:0:C', '8592050', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181', '8501181:0:1', '8592050:0:H', '8592050:0:C', '8592050', '8592050:0:D', 'Parent8592050', '8591818', '8592133', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592098', '8592011', '8591988', '8579253', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120:0:70', '8501120:0:6', '8501120:0:5', '8501120', '8501120:0:7', '8501120:0:1', 'Parent8501181', '8501181:0:1', '8501181', '8501181:0:2', '8592050', 'Parent8592050', '8592050:0:D', '8592050:0:C', '8592050:0:H', '8592125', '8590442', '8592050:0:F', '8579254', '8590442', '8592050:0:F', '8579254', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8501160:0:1', '8501160', 'Parent8501160', '8501160:0:2', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8501181:0:1', 'Parent8501181', '8501181', '8501181:0:2', '8591818', '8592034', '8590442', '8592071', '8592138', '8504176', '8592091', '8591982', '8590442', 'Parent8501160', '8501160', '8501160:0:2', '8501160:0:1', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:1', 'Parent8501181', '8501181:0:2', '8501181', '8591818', '8592125', '8592071', '8579254', '8504176', '8591982', '8589523', '8510575', '8592011', '8592135', '8591984', '8592096', '8592010', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592120', '8592060', '8592098', '8592011', '8592076', '8591988', '8592033', '8592034', '8592125', '8590442', '8592053', '8592071', '8592138', '8504176', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8590442', 'Parent8501160', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:2', 'Parent8501181', '8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8501160:0:1', 'Parent8501160', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8501160', '8501160:0:1', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8501160:0:1', '8501160', '8501160:0:2', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', 'Parent8501160', '8501160:0:2', '8501160', '8501160:0:1', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592040', '8592134', '8591985', '8592005', '8591989', '8592090', '8592040', '8592027', '8592005', '8591985', '8592040', '8592024', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501120:0:8', '8501120:0:70', 'Parent8592050', '8592050', '8592050:0:H', '8592050:0:D', '8592050:0:C', '8592052', '8592028', '8592026', '8592079', '8592024', '8592028', '8592061', '8592027', '8592024', '8591985', '8592040', '8592027', '8592052', '8592040', '8592027', '8592024', '8501120:0:70', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501120:0:8', 'Parent8592050', '8592050:0:C', '8592050:0:D', '8592050:0:H', '8592050', '8592028', '8592026', '8592050:0:F', '8592079', '8592020', '8592028', '8591985', '8592040', '8592027', '8592024', '8592052', '8592061', '8592026', '8592027', '8592024', '8592052', '8592028', '8592061', '8591985', '8592024', '8592028', '8592026', '8592086', '8591986', '8592039', '8591986', '8592079', '8592020', '8592039', '8591986', '8592079', '8592039', '8592061', '8592026', '8591986', '8501120', '8592040', '8592027', '8579253', '8501120:0:8', '8518452:0:1', '8501209', '8501210'])",8592091,"Lausanne, Petit Château",46.527653,6.6355405
"(0, 67.0, ['8592071', '8592135', '8591984', '8592119', '8592102', '8592103', '8501209', '8501210'])",8592071,"Lausanne, Mémise",46.527443,6.633232
"(0, 67.0, ['8592050:0:C', '8592040', '8592134', '8592097', '8501207', '8593844', '8501209', '8501210'])",8592050:0:C,"Lausanne, gare",46.5176,6.629657
"(0, 67.0, ['8592028', '8591985', '8592005', '8592075', '8592044', '8592068', '8591995', '8595934', '8595935', '8593838', '8595935', '8592068', '8593837', '8591995', '8595935', '8592068', '8593838', '8592080', '8595938', '8592044', '8592080', '8595938', '8592044', '8592121', '8593837', '8592080', '8592068', '8592106', '8593838', '8593837', '8592021', '8595938', '8592044', '8591983', '8595938', '8592044', '8593838', '8593837', '8592080', '8592021', '8592105', '8593844', '8592106', '8501208', '8592080', '8592044', '8592022', '8501207', '8593844', '8592106', '8501208', '8592021', '8592022', '8592036', '8591990', '8592097', '8592133', '8595938', '8595935', '8592068', '8593838', '8593837', '8592080', '8592044', '8592121', '8593838', '8595938', '8592044', '8591983', '8592075', '8592110', '8591989', '8591983', '8592080', '8592044', '8592121', '8592075', '8592064', '8592110', '8592097', '8592046', '8592121', '8592075', '8592110', '8592044', '8591983', '8592121', '8592075', '8592064', '8592097', '8592046', '8591983', '8592075', '8591990', '8592064', '8592110', '8592097', '8592005', '8592134', '8592005', '8591989', '8591983', '8592121', '8591990', '8501207', '8592075', '8592036', '8592102', '8592022', '8593844', '8592103', '8501208', '8592021', '8592102', '8592103', '8501208', '8592022', '8592078', '8592036', '8592109', '8592119', '8501207', '8592078', '8592036', '8592109', '8592119', '8501207', '8591990', '8592109', '8592102', '8592022', '8592036', '8592119', '8591980', '8592041', '8592035', '8592104', '8592001', '8592119', '8591980', '8592041', '8592036', '8591990', '8592109', '8592119', '8591980', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:1', '8501160', 'Parent8501160', '8501160:0:2', '8592120', '8592098', '8592122', '8592035', '8592001', '8592064', '8591983', '8592075', '8591990', '8592110', '8592097', '8592046', '8592005', '8592097', '8501207', '8591983', '8592075', '8591990', '8592064', '8592110', '8592046', '8592005', '8592122', '8592036', '8591990', '8592097', '8592041', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592004', '8592134', '8592046', '8592041', '8592122', '8592004', '8591990', '8592097', '8592041', '8592122', '8592001', '8592133', '8501207', '8592041', '8592122', '8592001', '8592004', '8592134', '8592096', '8592010', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592120', '8592098', '8592011', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592134', '8592097', '8592046', '8592041', '8592122', '8592001', '8592004', '8592133', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592040', '8579253', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592011', '8592050', '8592064', '8592110', '8592097', '8592046', '8592005', '8592064', '8592110', '8592097', '8592046', '8591989', '8592121', '8592110', '8592005', '8592090', '8591989', '8591985', '8592086', '8592090', '8592061', '8591985', '8592024', '8592028', '8592026', '8592086', '8591986', '8592024', '8592028', '8592061', '8592026', '8592086', '8501075', '8592039', '8595933', '8592039', '8591986', '8501075', '8595933', '8591985', '8591985', '8592027', '8592005', '8591985', '8592040', '8592134', '8591985', '8592027', '8592024', '8591985', '8592040', '8592027', '8592052', '8592040', '8592027', '8592024', '8501120:0:70', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501120:0:8', 'Parent8592050', '8592050:0:C', '8592050:0:D', '8592050:0:H', '8592050', '8592028', '8592026', '8592050:0:F', '8592079', '8592020', '8592028', '8592061', '8592026', '8592027', '8592024', '8592052', '8592028', '8592061', '8591986', '8592079', '8592040', '8592027', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:4', '8501120:0:3', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8592050', '8592050:0:H', 'Parent8592050', '8592050:0:C', '8592050:0:D', '8592052', '8592028', '8592026', '8592050:0:F', '8592020', '8592072', '8592039', '8591979', '8592062', '8592020', '8592039', '8591986', '8501120', '8592040', '8592027', '8579253', '8592133', '8592134', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592098', '8592011', '8591988', '8501120:0:4', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:3', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8501181:0:2', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:6', '8501120:0:5', '8501120:0:7', '8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:5', '8501181:0:2', 'Parent8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', '8501181:0:1', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', 'Parent8501181', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592133', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592098', '8592011', '8591988', '8579253', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120:0:70', '8501120:0:6', '8501120:0:5', '8501120', '8501120:0:7', '8501120:0:1', 'Parent8501181', '8501181:0:1', '8501181', '8501181:0:2', '8592050', 'Parent8592050', '8592050:0:D', '8592050:0:C', '8592050:0:H', '8592125', '8590442', '8592050:0:F', '8579254', '8592125', '8590442', '8592050:0:F', '8579254', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181', '8501181:0:1', '8592050:0:H', '8592050:0:C', '8592050', '8592050:0:D', 'Parent8592050', '8591818', '8590442', '8592050:0:F', '8579254', '8501120:0:8', '8518452:0:1', '8501209', '8501210'])",8592028,"Lausanne, Délices",46.51202,6.62804
"(1, 'already visited', {'8501121:0:2', '8592009', '8592193', '8593850', '8501120:0:70', '8592120', '8510575', '8501120:0:4', '8579254', '8592185', '8501120:0:6', '8595933', '8592170', '8588440', '8592171', '8579237', '8592029', '8504000', '8588445:0:B', '8588445', '8588446', '8592071', '8592023', '8592133', '8588431', '8591981', 'Parent8501160', '8592027', '8588442', 'Parent8501121', '8591978', '8501120:0:5', '8592020', 'Parent8588445', '8589523', 'Parent8592050', '8592011', '8501120:0:8', '8504176', '8592050', '8592026', '8592041', '8592028', '8501160:0:1', '8501160:0:2', '8592045', '8588432', '8592060', '8592077', '8592083', '8592050:0:C', '8592183', '8592001', '8592012', '8592038', '8588443', '8592034', '8592125', '8501120', '8592172', '8592135', 'Parent8501181', '8592062', '8592136', '8591988', '8592098', '8592084', '8590442', '8592052', '8592191', '8501120:0:3', '8501181:0:1', '8592050:0:F', '8592005', '8595191', '8592061', '8592017', '8592010', '8592190', '8501120:0:7', '8592129', '8504000:0:1', '8592074', '8592122', '8592072', '8592091', '8588449', '8591985', '8510574', '8592126', '8579255', 'Parent8504000', '8592050:0:D', '8592196', '8501181', '8501181:0:2', '8592134', '8591999', '8501120:0:1', '8591982', '8592188', '8592004', '8592050:0:H', '8591979', '8595936', '8501160', '8588434', '8592097', '8592189', '8592042', '8592198', '8504000:0:2', '8588441', '8588445:0:D', '8592195', '8592079', '8592096', '8592123', '8588447', '8592182', '8591991', '8591986', '8592186', 'Parent8501120', '8588450', '8591818', '8592051', '8592024', '8501121:0:1', '8592043', '8592039', '8579253', '8588448', '8595192', '8592040', '8592197', '8592112', '8592046', '8592138'})",8592012,"Lausanne, chemin du Cap",46.51463,6.6493206
"(0, 67.0, ['8591987', '8591992', '8592078', '8592102', '8592103', '8501209', '8501210'])",8591987,"Lausanne, Beau-Site",46.53491,6.620736
"(0, 62.0, ['8591960', '8501217', '8593867', '8594986', '8501212', '8501211', '8501210'])",8591960,"Ecublens VD, Veilloud",46.53126,6.5644927
"(1, 'time exceeded', {'8588842', '8591931', '8592212', '8594177', '8510421', '8595148', '8592203', '8595978', '8594178', '8593869', '8593817', '8592214', '8588840', '8581920', '8592207', '8591930', 'Parent8501118', '8581922', '8588848', '8592201', '8588845', '8588983', '8592204', '8501118:0:2', '8588838', '8592202', '8581916', '8592213', '8592206', '8581924', '8501118:0:4', '8592205', '8595986', '8592222', '8581921', '8510721', '8501117:0:4', '8588843', '8591936', '8588846', '8501118:0:3', '8595516', '8588841', '8501118:0:5', '8593816', '8530749', '8592220', '8592208', '8591939', '8588839', '8501118:0:1'})",8588843,"Crissier, centre",46.55369,6.576988
