traveltime,stop_id,stop_name,stop_lat,stop_lon
"(1, 'already visited', {'8592107', '8510575', '8579254', '8592124', '8592143', '8592076', '8592111', '8593249', '8592030', '8592071', '8592000', '8593845', '8592133', 'Parent8501160', '8592173', '8592082', '8589523', '8592011', '8504176', '8592175', '8591994', '8501160:0:1', '8501160:0:2', '8501162:0:2', '8592060', '8592066', '8592019', '8591992', '8592187', '8591984', '8592034', '8587853', '8592125', '8592081', '8592135', '8592047', 'Parent8501181', '8592092', '8592054', '8592035', '8592089', '8592137', '8592192', '8591988', '8592098', '8590442', '8592085', '8501162:0:1', '8501181:0:1', '8592053', '8587357', '8592033', '8592055', '8592132', '8592057', '8592116', '8592010', '8592180', '8591996', '8592181', '8501163', '8592091', '8595004', '8592059', '8501163:0:1', '8595005', '8501181', '8501181:0:2', '8592056', '8592087', '8592104', '8591977', '8501162', '8592003', '8592016', '8579235', '8592018', '8591982', '8591993', '8501160', '8592094', '8591997', '8592063', '8592176', '8592096', '8591991', '8591998', '8591818', 'Parent8501162', '8579253', '8591987', '8592088', '8592067', '8592140', '8592138'})",8593249,"Le Mont-sur-L., Rionzi",46.54345,6.632729
"(1, 'already visited', {'8501121:0:2', '8592009', '8592193', '8591976', '8593850', '8593795', '8592131', '8501120:0:70', '8510575', '8579238', '8501120:0:4', '8579254', '8592185', '8501120:0:6', '8579238:0:D', '8595933', '8592170', '8588440', '8592171', '8579237', '8592065', '8592029', '8504000', '8588445:0:B', '8588445', '8588446', '8592071', '8592023', '8592133', '8588431', '8591981', '8592008', 'Parent8501160', '8592027', '8588442', 'Parent8501121', '8591978', '8595190', '8501120:0:5', '8592020', 'Parent8588445', '8589523', 'Parent8592050', '8592011', '8501120:0:8', '8504176', '8592050', '8592151', '8592045', '8501160:0:1', '8501160:0:2', '8588432', '8579256', '8592077', '8504010:0:2', '8592083', '8592050:0:C', '8592183', '8592012', '8592038', '8592149', '8588443', '8592145', '8592034', '8592125', '8501120', '8504010:0:1', 'Parent8504010', '8592172', '8592135', 'Parent8501181', '8593806', '8592062', '8592136', '8591988', '8592098', '8592084', '8590442', '8592052', '8592191', '8501181:0:1', '8501120:0:3', '8592177', '8579257', '8592050:0:F', '8595191', '8588435', '8592010', '8592190', '8501120:0:7', '8592129', '8504000:0:1', '8592074', '8592048', '8592072', '8588449', '8592126', '8592031', '8510574', '8579255', '8592118', 'Parent8504000', '8592050:0:D', '8592196', '8501181', '8501181:0:2', '8592134', '8591999', '8501120:0:1', '8591982', '8592188', '8588436', '8592050:0:H', '8591979', '8595936', '8501160', '8588434', '8595625', '8593798', '8592189', '8592042', '8592198', '8504000:0:2', '8588441', '8588445:0:D', '8592195', '8592079', '8592096', '8592123', '8588447', '8592182', '8591991', '8592186', 'Parent8501120', '8588450', '8591818', '8592051', '8501121:0:1', '8592043', '8592039', '8579253', '8588448', '8595192', '8592040', '8504010', '8592197', '8592112', '8592138'})",8592183,"Pully, Les Liaudes",46.517845,6.6565614
"(0, 44.019999999999996, ['8592180', '8592217', 'Parent8518452', '8592215', '8592114', '8501210'])",8592180,"Prilly, Grand Vigne",46.531727,6.6039557
"(0, 17.0, ['8592103', '8501209', '8501210'])",8592103,"Lausanne, Prélaz-les-Roses",46.527046,6.6068306
"(0, 42.0, ['8592096', '8592041', '8592036', '8592102', '8592103', '8501209', '8501210'])",8592096,"Lausanne, Pont Chauderon",46.523235,6.6243925
"(0, 67.0, ['8592079', '8592040', '8592134', '8592097', '8501207', '8593844', '8501209', '8501210'])",8592079,"Lausanne, Mont-Fleuri",46.51449,6.631786
"(1, 'already visited', {'8593821', '8504171', '8592037', '8579239:0:E', '8589525', '8591963', '8591964', '8591967', '8591971', '8587549', '8587546', 'Parent8579239', '8591966', '8579239', '8592070', '8592128', '8591970', '8579239:0:B', '8591965', '8591968', '8592130', '8592048', '8591962', '8509491', '8587929'})",8592037,"Lausanne, Cojonnex/EHL",46.56182,6.6825404
"(0, 67.0, ['8591998', '8592032', '8592124', '8592181', '8592180', '8592217', 'Parent8518452', '8592215', '8592114', '8592219', '8501209', 'Parent8518452', '8510543', '8501209', '8501210'])",8591998,"Lausanne, Boisy",46.53311,6.6194067
"(1, 'already visited', {'8501121:0:2', '8592146', 'Parent8504003', '8592191', '8591976', '8592147', '8504003', '8593850', '8593795', '8592177', '8509297', '8579257', '8595191', '8588435', '8579259', '8588452', '8504003:0:2', '8592185', '8592190', '8592153', '8588440', '8592169', '8592171', '8592199', '8504000:0:1', '8592154', '8592150', '8588449', '8504003:0:1', '8504000', '8588445:0:B', 'Parent8501122', '8588445', '8588446', 'Parent8504000', '8592023', '8592196', 'Parent8501121', '8588442', '8592158', '8595190', '8592188', '8588436', 'Parent8588445', '8593861', '8579258', '8592151', '8588434', '8595625', '8593798', '8592164', '8579256', '8592160', '8592189', '8592152', '8504010:0:2', '8592167', '8592198', '8588451', '8504000:0:2', '8592159', '8592183', '8588441', '8592157', '8588445:0:D', '8592195', '8592156', '8592149', '8588443', '8592145', '8588447', '8592182', '8588439', '8504010:0:1', 'Parent8504010', '8592172', '8588450', '8593856', '8501318', '8501319', '8501122:0:1', '8593806', '8501121:0:1', '8592168', '8588448', '8592162', '8595192', '8504010', '8501122:0:2', '8588432'})",8591976,"La Conversion, gare",46.512764,6.6782284
"(1, 'already visited', {'8593821', '8579239:0:E', '8589525', '8591963', '8591964', '8591967', '8591971', '8587546', 'Parent8579239', '8591966', '8579239', '8592128', '8591970', '8579239:0:B', '8591965', '8592048', '8591962', '8591969', '8587550'})",8591969,"Epalinges, Polny",46.554043,6.6655173
"(1, 'already visited', {'Parent8579239', '8593821', '8591966', '8579239', '8579239:0:E', '8589525', '8591970', '8591963', '8591965', '8591967', '8591962', '8591969'})",8591963,"Epalinges, Biolleyre",46.552464,6.66841
"(1, 'already visited', {'8501121:0:2', '8592193', '8591979', '8595936', '8592026', '8592028', '8592061', '8592077', '8592198', '8592190', '8588441', '8595933', '8592170', '8501075', '8588440', '8588445:0:D', '8592079', '8588443', '8592197', '8592029', '8588445:0:B', '8592182', '8592090', '8588445', '8591986', '8592186', '8592172', '8592024', '8592062', '8501121:0:1', '8592039', '8588442', 'Parent8501121', '8592086', '8592084', '8592188', 'Parent8588445', '8592052'})",8588442,"Pully, Osches",46.50887,6.6542344
"(1, 'already visited', {'Parent8504003', '8592146', '8591976', '8592147', '8504003', '8579257', '8592177', '8593795', '8509297', '8579259', '8504003:0:2', '8592153', '8592169', '8592171', '8592199', '8592154', '8592150', '8588449', '8504003:0:1', 'Parent8501122', '8592155', '8592161', '8592158', '8595190', '8588436', '8593861', '8579258', '8592151', '8588434', '8595625', '8593798', '8592164', '8579256', '8592160', '8588438', '8592152', '8592189', '8504010:0:2', '8592167', '8588451', '8592159', '8592157', '8592156', '8592149', '8592145', '8504010:0:1', '8579260', 'Parent8504010', '8588450', '8593856', '8501318', '8501122:0:1', '8593806', '8592168', '8592162', '8504010', '8501122:0:2'})",8588438,"Lutry, Echerins",46.518463,6.7008033
"(1, 'already visited', {'8593821', '8592058', '8592037', '8579239:0:E', '8591997', '8592063', '8587547', '8592015', '8579238', '8591971', '8592066', 'Parent8579239', '8579238:0:D', '8587548', '8591970', '8579239:0:B', '8591965', '8591968', '8592130', '8592048', '8592073', '8504171', '8592099', '8589525', '8592081', '8592118', '8591964', '8591967', '8587546', '8587549', '8591966', '8592054', '8579239', '8591977', '8592137', '8592128', '8592018', '8587550'})",8587550,"Montblesson, Perronnaz",46.542416,6.6792974
"(1, 'already visited', {'8501162:0:1', '8501120:0:3', '8501181:0:1', '8592053', '8587357', '8592033', '8592055', '8592107', '8592120', '8501120:0:70', '8592132', '8510575', '8592005', '8592057', '8579238', '8501120:0:4', '8579254', '8592116', '8592017', '8592109', '8592085', '8592010', '8592022', '8501120:0:6', '8579238:0:D', '8592110', '8501120:0:7', '8592064', '8591996', '8501207', '8592143', '8592076', '8591980', '8592048', '8592111', '8592122', '8592091', '8592099', '8593249', '8595004', '8592030', '8592059', '8592071', '8592000', '8593845', '8592133', '8592050:0:D', '8591990', '8595005', '8501181', '8501181:0:2', '8592134', '8592104', 'Parent8501160', '8592087', '8592056', '8591977', '8501120:0:1', '8501162', '8592003', '8592016', '8592082', '8501120:0:5', '8592018', '8591982', '8592004', '8589523', 'Parent8592050', '8592011', '8592050:0:H', '8591993', '8501120:0:8', '8504176', '8592032', '8501160', '8592094', '8592050', '8591994', '8591997', '8592063', '8592041', '8592119', '8501160:0:1', '8501160:0:2', '8592097', '8592060', '8501162:0:2', '8592066', '8592115', '8592050:0:C', '8592019', '8591992', '8592001', '8592187', '8591984', '8592096', '8592034', '8587853', '8592125', '8592081', '8501120', 'Parent8501120', '8592135', '8592047', '8591818', 'Parent8501181', '8592092', '8592054', '8592035', 'Parent8501162', '8579253', '8592089', '8591987', '8592137', '8592088', '8592102', '8592040', '8591988', '8592036', '8592067', '8592098', '8592140', '8590442', '8592046', '8592138', '8592052'})",8587357,"Lausanne, Bellevaux",46.538902,6.6339507
"(1, 'no route found', set())",8577645,"Cheseaux-sur-L., Martheray",46.581623,6.5970926
"(1, 'already visited', {'8595475', '8570420:0:A', '8505530', '8570462', '8570420:0:D', '8581429', '8504997', '8557026', 'Parent8570420', '8570420:0:C', '8570420:0:B'})",8504997,"Servion, Zoo-Tropiquarium",46.56612,6.7721114
"(0, 48.0, ['8501216', '8593867', '8594986', '8501212', '8501211', '8501210'])",8501216,"Ecublens VD, Cerisaie",46.527752,6.56655
"(0, 42.0, ['8501181', '8592133', '8501207', '8593844', '8501209', '8501210'])",8501181,Lausanne-Flon,46.520798,6.630339
"(0, 67.0, ['8501120', '8592040', '8592134', '8592097', '8501207', '8593844', '8501209', '8501210'])",8501120,Lausanne,46.516792,6.629091
"(0, 25.720000000000002, ['8501118:0:2', '8592209', '8510422', '8595521', '8501210'])",8501118:0:2,Renens VD,46.536266,6.580986
"(0, 67.0, ['Parent8595214', '8595215:0:2', 'Parent8595215', '8595215:0:2', '8595215:0:1', '8595215:0:2', 'Parent8595215', '8595215', '8595215:0:2', 'Parent8595215', '8595215:0:1', '8595217', '8595215:0:2', 'Parent8595215', '8595215:0:1', '8595215', 'Parent8595214', '8595214', '8595215:0:2', 'Parent8595215', '8595215:0:1', '8595215', '8595217', 'Parent8595214', '8595214:0:1', '8595215:0:2', 'Parent8595215', '8595215:0:1', '8595215', '8595217', 'Parent8595214', '8595214', '8501117:0:4', '8595217', 'Parent8595214', '8595214', '8595214:0:1', '8501117:0:3', '8501118:0:4', '8592209', '8510422', '8595521', '8595602', '8594987', '8595534', '8592218', '8592209', '8595534', '8595602', '8592210', '8510422', '8592218', '8592209', '8592218', '8592210', '8510422', '8595534', '8592223', '8592209', '8592221', '8592213', '8592221', '8592218', '8592223', '8592209', '8592213', '8593866', '8592209', '8593868', '8501118:0:1', '8592209', '8593866', '8592213', '8501118:0:2', '8592209', '8593866', '8592213', '8501118:0:1', '8501118:0:3', '8592209', '8593866', '8592213', '8501118:0:1', '8501118:0:2', '8501118:0:4', '8501118:0:5', '8592209', '8593866', '8592213', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8588983', 'Parent8501118', '8592202', '8593869', '8588838', '8530749', '8588839', '8510421', '8588983', 'Parent8501118', '8592202', '8593869', '8588838', '8530749', '8588839', '8501118:0:4', '8501118:0:5', '8588983', 'Parent8501118', '8592202', '8593869', '8588838', '8530749', '8588839', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', 'Parent8501118', '8592202', '8593869', '8588838', '8530749', '8588839', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', '8592209', '8593866', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', 'Parent8501118', '8593866', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', '8592202', '8593869', '8588838', '8530749', '8588839', '8510721', '8501218', '8592214', '8510421', '8592202', '8593869', '8588838', '8593866', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', 'Parent8501118', '8592202', '8593869', '8530749', '8588839', '8592201', '8510721', '8501218', '8592214', '8510421', '8593815', '8530749', '8588839', '8510721', '8588983', 'Parent8501118', '8593869', '8588838', '8530749', '8588839', '8501218', '8510421', '8591958', '8593815', '8501218', '8510421', 'Parent8501118', '8593869', '8593866', '8593868', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', 'Parent8501118', '8591933', '8588838', '8530749', '8588839', '8510721', '8501218', '8591933', '8588838', '8530749', '8593866', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', 'Parent8501118', '8592202', '8593869', '8588838', '8588839', '8510721', '8501218', '8592214', '8510421', '8592213', '8592218', '8592209', '8592221', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8592202', '8592213', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', 'Parent8501118', '8588838', '8592205', '8530749', '8592220', '8588839', '8592201', '8592214', '8510421', '8592205', '8592220', '8501118:0:1', '8501118:0:2', '8501118:0:3', '8501118:0:4', '8501118:0:5', '8588983', '8518452:0:2', '8501209', '8501210'])",Parent8595214,Bosquet,46.545464,6.5545664
"(1, 'already visited', {'8501121:0:2', '8592193', '8592009', '8591976', '8593850', '8593795', '8592185', '8595933', '8592170', '8588440', '8592171', '8592199', '8579237', '8592029', '8504000', '8588445:0:B', '8588445', '8588446', '8592023', '8588431', '8591981', 'Parent8501121', '8588442', '8591978', '8595190', '8592020', 'Parent8588445', '8589523', 'Parent8592050', '8592050', '8592045', '8579256', '8592077', '8504010:0:2', '8592167', '8592083', '8592050:0:C', '8592183', '8592012', '8592038', '8592149', '8588443', '8504010:0:1', 'Parent8504010', '8592172', '8501319', '8593806', '8592062', '8592168', '8592136', '8592084', '8590442', '8592191', '8592177', '8579257', '8592050:0:F', '8595191', '8588435', '8592190', '8592129', '8592169', '8504000:0:1', '8592074', '8592150', '8592072', '8588449', '8510574', '8579255', 'Parent8504000', '8592050:0:D', '8592196', '8591999', '8592188', '8588436', '8592050:0:H', '8591979', '8595936', '8588434', '8595625', '8593798', '8592189', '8592042', '8592198', '8504000:0:2', '8588441', '8588445:0:D', '8592195', '8592123', '8588447', '8592182', '8588439', '8591991', '8592186', '8588450', '8592051', '8501121:0:1', '8592043', '8592039', '8588448', '8595192', '8504010', '8592197', '8588432'})",Parent8501121,Pully,46.510925,6.6594715
"(0, 62.0, ['8595148', '8588841', '8588840', '8588839', '8501118:0:1', '8592209', '8510422', '8595521', '8595602', '8595521', '8501211', '8501210'])",8595148,"Crissier, Chisaz",46.5504,6.5769615
"(1, 'already visited', {'8592228', '8504173', '8592232', '8592230'})",8592230,"Savigny, Crêt-Rouge",46.54342,6.738874
"(1, 'already visited', {'8501121:0:2', '8592193', '8591979', '8595936', '8592026', '8592028', '8592061', '8592077', '8592198', '8592190', '8588441', '8592188', '8595933', '8592170', '8501075', '8588440', '8588445:0:D', '8592079', '8588443', '8592029', '8588445:0:B', '8592182', '8592090', '8588445', '8588446', '8591986', '8592186', '8592172', '8592024', '8592062', '8501121:0:1', '8592039', '8592027', '8588442', 'Parent8501121', '8592086', '8592020', '8592084', '8592197', 'Parent8588445', '8592052'})",8592182,"Pully, Joliette",46.509895,6.6532373
"(1, 'already visited', {'8501121:0:2', '8592146', 'Parent8504003', '8592191', '8591976', '8592147', '8504003', '8593850', '8593795', '8592177', '8509297', '8579257', '8595191', '8588435', '8579259', '8588452', '8504003:0:2', '8592185', '8592153', '8592169', '8592171', '8592199', '8504000:0:1', '8592154', '8592150', '8588449', '8504003:0:1', '8504000', '8588445:0:B', 'Parent8501122', '8592155', '8588445', '8588446', 'Parent8504000', '8592023', 'Parent8501121', '8588442', '8592158', '8595190', '8592188', '8588436', 'Parent8588445', '8593861', '8579258', '8592151', '8588434', '8595625', '8593798', '8592164', '8579256', '8592160', '8592189', '8592152', '8504010:0:2', '8588451', '8504000:0:2', '8592159', '8592183', '8592157', '8588445:0:D', '8592195', '8592156', '8592149', '8588443', '8592145', '8588447', '8588439', '8504010:0:1', 'Parent8504010', '8588450', '8593856', '8501318', '8501122:0:1', '8593806', '8501121:0:1', '8592168', '8588448', '8592162', '8595192', '8504010', '8501122:0:2', '8588432'})",8592158,"Lutry, Orzens",46.50699,6.6834655
"(1, 'already visited', {'8592009', '8501181:0:1', '8501120:0:3', '8592053', '8592033', '8592050:0:F', '8592120', '8501120:0:70', '8592132', '8510575', '8592005', '8501120:0:4', '8592061', '8579254', '8592116', '8592017', '8592109', '8592085', '8592010', '8501120:0:6', '8501120:0:7', '8592064', '8592129', '8501207', '8592076', '8579237', '8592074', '8591980', '8592111', '8592122', '8592072', '8592091', '8591985', '8510574', '8592059', '8591989', '8592071', '8592133', '8592050:0:D', '8588431', '8591990', '8591981', '8501181', '8501181:0:2', '8592134', '8592104', 'Parent8501160', '8591999', '8592027', '8501120:0:1', '8591978', '8592003', '8592082', '8501120:0:5', '8592020', '8591982', '8592004', '8589523', 'Parent8592050', '8592011', '8592050:0:H', '8501120:0:8', '8591979', '8504176', '8501160', '8592050', '8592026', '8592041', '8592119', '8592028', '8501160:0:1', '8501160:0:2', '8592045', '8592097', '8592060', '8592077', '8592115', '8592083', '8592050:0:C', '8592001', '8592012', '8592038', '8592079', '8591984', '8592096', '8592123', '8592034', '8592125', '8591991', '8591986', '8501120', '8592075', 'Parent8501120', '8592135', '8591818', '8592051', 'Parent8501181', '8592024', '8592062', '8592043', '8592035', '8579253', '8592039', '8592040', '8591988', '8592036', '8592067', '8592098', '8592084', '8590442', '8592046', '8592138', '8592052'})",8592043,"Lausanne, Faverges",46.51379,6.646042
"(1, 'already visited', {'8501120:0:3', '8501181:0:1', '8592050:0:F', '8501120:0:70', '8592005', '8501120:0:4', '8592061', '8579254', '8592010', '8501120:0:6', '8592110', '8501120:0:7', '8592064', '8595933', '8501075', '8592122', '8592072', '8592029', '8591985', '8592090', '8591989', '8592133', '8592050:0:D', '8501181', '8501181:0:2', '8592134', 'Parent8501160', '8592027', '8501120:0:1', '8501120:0:5', '8592020', '8592004', 'Parent8592050', '8592050:0:H', '8501120:0:8', '8591979', '8595936', '8501160', '8592050', '8592026', '8592041', '8592028', '8592121', '8501160:0:2', '8501160:0:1', '8592097', '8592077', '8592050:0:C', '8591983', '8592001', '8592079', '8592096', '8591986', '8501120', '8592075', '8592186', 'Parent8501120', '8591818', '8592051', '8501319', 'Parent8501181', '8592024', '8592062', '8592039', '8579253', '8592040', '8592086', '8592098', '8592084', '8592197', '8592046', '8592052'})",8592039,"Lausanne, Elysée",46.51084,6.6323514
"(0, 67.32, ['8591989', '8592121', '8593838', '8595935', '8595934', '8595939', '8595937', '8592114', '8591995', '8595934', '8591995', '8592114', '8501210'])",8591989,"Lausanne, Bellerive",46.51157,6.6173406
"(0, 42.0, ['8591984', '8592119', '8592102', '8592103', '8501209', '8501210'])",8591984,"Lausanne, Beaulieu",46.528122,6.623602
"(1, 'already visited', {'8593821', '8587357', '8579239:0:E', '8592055', '8592131', '8591997', '8592063', '8579238', '8591971', '8592017', '8592002', 'Parent8579239', '8592066', '8592115', '8579238:0:D', '8592019', '8591970', '8579239:0:B', '8591965', '8591968', '8592048', '8592065', '8592126', '8592031', '8504171', '8592099', '8595004', '8593249', '8589525', '8592025', '8579255', '8592081', '8592118', '8591964', '8592008', '8587546', '8587549', '8592092', '8591966', '8592054', '8579239', '8592089', '8591977', '8579245', '8592137', '8592128', '8592016', '8592018'})",8591971,"Epalinges, Tuileries",46.54449,6.6578546
"(1, 'already visited', {'8588847', '8581916', '8594177', '8595978', '8594178', '8583748', '8588843', '8588846', '8588848', '8588845'})",8588848,"Villars-Ste-Croix, Le Sansy",46.56815,6.5652833
"(1, 'already visited', {'8588842', '8588847', '8591931', '8581916', '8594177', '8581924', '8595148', '8595978', '8595986', '8581921', '8594178', '8581920', '8583748', '8588843', '8591930', '8591936', '8588846', '8595516', '8588841', '8581922', '8593816', '8588848', '8588845', '8507632'})",8588847,"Villars-Ste-Croix, village",46.568027,6.561672
